logFC	logCPM	LR	PValue	FDR	hgnc	biotype	RMH3869	RMH3871	RMH3872	RMH3874	RMH3875	RMH3877
ENSMUSG00000040359.8	-0.301384845490601	4.5951908310324	2.87311433904774	0.0900704215976856	0.334509036709049	1810074P20Rik	protein_coding	4.13986241775223	4.7699862586589	3.89337626176771	3.69168305121976	4.02996145533456	4.77089311194509
ENSMUSG00000090641.1	-0.681452546085931	0.885091171695239	2.87212715902309	0.0901256783832637	0.334611562171255	Zfp712	protein_coding	0.222145817470542	0.597934099572952	0.263007131542158	0.466189187868473	0.549548375933423	0.421068932398366
ENSMUSG00000071516.1	1.41190734298876	-0.668172664725796	2.8717514836227	0.0901467162400989	0.334611562171255	Hist1h2ai	protein_coding	1.61727592253947	0.469452671729194	0.617210818755148	0.126985324113075	0.0722648825912452	0.200716272342779
ENSMUSG00000049494.4	-0.843872972870408	-0.0848292505500438	2.87116155197054	0.090179763220663	0.334643856767822	Gm12669	pseudogene	0.873171766192437	1.45162768661555	0.31808684415528	0.785320537626943	0.670366006991135	0.75857091364433
ENSMUSG00000031327.9	-0.911340353003291	-0.210194010092889	2.86856611143107	0.0903253116603292	0.335093497644055	Chic1	protein_coding	0.0434760020275685	0.104114506030707	0.0653310406607431	0.080647484984284	0.112187577262023	0.198292096981331
ENSMUSG00000024538.7	0.414208777573643	3.20266215009022	2.86740537358892	0.0903904865848315	0.33524480251174	Ppic	protein_coding	6.62757881494187	5.00917047296189	8.45593276280472	5.82486935588155	10.501819315524	6.13795897104433
ENSMUSG00000041308.4	0.566359701874314	2.67213321434583	2.8651537733032	0.090517058523674	0.335623676667898	Sntb2	protein_coding	1.14264059744636	0.742328111869921	1.81697025448753	1.01680277641266	2.36562758772428	1.44961752247562
ENSMUSG00000011382.6	-0.302642177896805	4.37120690642527	2.86315596180393	0.0906295249864029	0.335946202578463	Dhdh	protein_coding	5.21590895687571	6.10050914480631	6.16538109415905	5.37974882645799	4.6485813302837	6.01018534659103
ENSMUSG00000052133.9	-0.914823315497276	-0.626083317950025	2.86246342480593	0.0906685466323869	0.335946202578463	Sema5b	protein_coding	0.0113318710717725	0.0986803255312398	0.0794654562913391	0.0840819633346334	0.0425328114855094	0.0787568093704923
ENSMUSG00000051499.6	-0.833477883853593	-0.415625223160389	2.86191451462471	0.0906994884459582	0.335946202578463	Zfp786	protein_coding	0.201050931246409	0.218849244071165	0.151058813501417	0.269350734547971	0.0707456647896722	0.174663673872181
ENSMUSG00000029674.6	0.643232716898867	0.310161264519426	2.86158962369518	0.0907178077969898	0.335946202578463	Limk1	protein_coding	0.179557045784589	0.117271549534225	0.23609157001563	0.129529656654502	0.179016831191427	0.0779953942315594
ENSMUSG00000031521.3	-0.309659279276457	3.71318370262203	2.8609333038012	0.0907548274064672	0.335946202578463	Aga	protein_coding	9.7488708866341	10.4315702212174	10.3408590636304	11.0316606150738	9.32717148098936	10.6282220263607
ENSMUSG00000030587.4	1.27770655604194	-0.973472617506358	2.8606513984084	0.0907707332650378	0.335946202578463	2200002D01Rik	protein_coding	0.577346207135104	0	0.420641711340337	0.0865430780325017	0.098499971028696	0.364779245498453
ENSMUSG00000072214.5	0.779156346561247	-0.0798005052761659	2.86057343840067	0.0907751325119252	0.335946202578463	Sept5	protein_coding	0.75417763404226	0.229863831731809	0.339989010331226	0.248709486021841	0.459991154723934	0.360356898242528
ENSMUSG00000037295.6	0.433507333601637	2.60826441064248	2.8600730031131	0.0908033773534579	0.335947926278822	Ldlrap1	protein_coding	1.92895737058809	0.858146843460098	1.93241921264701	1.40016278838814	1.86904984293587	1.43899205372449
ENSMUSG00000020149.10	-0.287999160245777	5.73440445709955	2.85969920058401	0.0908244811969517	0.335947926278822	Rab1	protein_coding	12.5212113813706	13.8175064583427	13.2815465202435	13.0815569832513	14.2372831219704	16.4173183627928
ENSMUSG00000024187.8	0.323396955182579	5.87235579711897	2.85912708761997	0.0908567914030485	0.335977023899624	Itfg3	protein_coding	21.0932156371915	13.2358070378948	18.3809986018891	11.9151148875453	13.0499305114876	11.7313805145507
ENSMUSG00000010080.8	0.33902684745823	3.53076838770427	2.85750383870317	0.090948532687478	0.336225815435553	Epn3	protein_coding	3.79235107994459	2.4596442254559	3.42319884434113	2.42634350487818	2.87277412421917	2.07629557843118
ENSMUSG00000013275.9	-0.318661536467654	5.21647051545464	2.85681739892707	0.0909873585076001	0.336266386369162	Slc41a1	protein_coding	8.49973584945914	8.04228542006048	7.041241789472	8.70549185225796	6.0124382315916	6.80196042382848
ENSMUSG00000052572.8	0.96183271827876	-0.453754425353889	2.85644487666383	0.091008436325448	0.336266386369162	Dlg2	protein_coding	0.0292365996478511	0.0509196963573501	0.0878672090945456	0.0241038030804157	0.102877547766328	0.0317492430547682
ENSMUSG00000063236.5	0.454064708296275	2.05208262770238	2.85570331350688	0.0910504107615917	0.336331065820499	1110038F14Rik	protein_coding	4.86140651627121	3.47001264106867	5.82818972137946	3.35089631390919	4.03820478241227	2.49247669536107
ENSMUSG00000034300.9	0.427889627600056	2.84077187272892	2.85519960879372	0.091078933767063	0.336346035633606	Fam53c	protein_coding	1.43817043749908	1.23692758298347	2.22338191194218	1.06857967265181	1.99925899964252	1.49621351909699
ENSMUSG00000047617.5	0.380687729459916	2.75341381320882	2.85469778148788	0.0911073601086648	0.336360640530109	BC029214	protein_coding	4.03768353488607	3.11039620739902	3.61710072649042	2.43260300966976	3.9344603066644	2.29352961384413
ENSMUSG00000002718.8	-0.286985308622692	5.58131438381707	2.85349494175502	0.0911755349881005	0.336432523678535	Cse1l	protein_coding	8.54658007846061	10.1271737067713	8.5466292299803	7.91432161030953	9.03641512036562	10.2489726665274
ENSMUSG00000029580.7	0.292287508645783	7.88001812902191	2.85316832088045	0.0911940568562158	0.336432523678535	Actb	protein_coding	88.6901051911697	76.5289616629765	119.815992486017	74.872902546611	101.013009556564	71.5853009004717
ENSMUSG00000071037.4	0.78196206423718	-0.383316403966734	2.85284167824863	0.0912125840439624	0.336432523678535	1700106N22Rik	protein_coding	0.246973989316337	0.150549114584755	0.321642393985877	0.101807537062594	0.208572094065389	0.171647588230231
ENSMUSG00000027610.9	0.449645051010069	3.17842592591143	2.85251644516783	0.0912310353424742	0.336432523678535	Gss	protein_coding	2.49547913931057	1.2818942200202	2.07861651546456	1.28296742653714	1.21027550609668	1.14487559275512
ENSMUSG00000036565.3	0.535002910082119	0.991958126866292	2.85195238154114	0.091263045714608	0.336432523678535	Ttyh3	protein_coding	0.46646439772493	0.285849401989673	0.553838871014111	0.341841424704739	0.502549571773457	0.255152695931861
ENSMUSG00000032883.9	-0.497426423352674	2.06186044481117	2.85176484817955	0.0912736908546567	0.336432523678535	Acsl3	protein_coding	1.1844208233734	1.51793689136927	1.09699579114685	0.958058918531679	0.712970493422554	1.3201873865403
ENSMUSG00000038836.9	-0.677134817495561	0.118326844354466	2.85066463111479	0.0913361707187322	0.336572564753076	Agbl3	protein_coding	0.0724436186100652	0.0883196053904418	0.0725736310041328	0.0836155173248176	0.0611793868536592	0.132164839241627
ENSMUSG00000062611.2	-0.297961025208254	7.32281722508867	2.84988026858582	0.0913807419799913	0.336619564800279	Gm10119	protein_coding	187.322336792733	199.666887325311	180.079418479619	184.04235714907	208.523322169337	243.535743775905
ENSMUSG00000049985.7	1.12363363597489	-0.816959716302508	2.84957833065589	0.0913979058446446	0.336619564800279	Ankrd55	protein_coding	0.125617416460615	0.0328170894379612	0.125842858278183	0.062138364371517	0.0353617367761426	0
ENSMUSG00000058360.4	0.414335390747829	3.0340866554351	2.84793775315559	0.0914912267860302	0.336873000850251	Gm10040	pseudogene	4.84535176861997	3.75529680194056	5.82485709170013	3.35554685859594	7.00178075971799	4.75663971077301
ENSMUSG00000068882.6	-0.350060701495506	5.24327847326852	2.84646167483199	0.0915752789619557	0.337061837942247	Ssb	protein_coding	16.1155003858642	19.0897456581542	14.5038806247434	14.2067781754014	18.4745575308548	22.4717660547336
ENSMUSG00000041426.6	-0.282866602227834	6.39148796429631	2.84591466381959	0.0916064486478283	0.337061837942247	Hibch	protein_coding	33.9982651552696	38.1728747463687	31.8952013974133	30.2488526418398	34.1785907770975	39.496964728564
ENSMUSG00000047036.7	-0.413633191465699	4.70486450444281	2.84574567084033	0.0916160805058009	0.337061837942247	Zfp445	protein_coding	7.0471583185025	8.49712740127679	7.68432691099895	6.97194551069551	9.23229728455056	13.0215389227049
ENSMUSG00000035891.10	0.284954730311237	4.56806797265431	2.84511250497555	0.0916521779624529	0.337104411585206	Cerk	protein_coding	5.75913179109512	4.14296944859564	6.37149892724937	4.05993095434465	5.12210114039822	4.29265647339176
ENSMUSG00000081249.2	-1.25418938766789	-1.1257567745931	2.84358961525437	0.0917390627931504	0.337333712705151	Gm11517	pseudogene	0.581794174832601	0.675518199375112	0.388558868949972	0.479654008756408	0.54592356824379	2.35869969758746
ENSMUSG00000038563.6	0.349392155552056	2.90806167953618	2.84156360872384	0.0918547904573389	0.337588074367221	Eftud1	protein_coding	1.90307085503083	1.40227515639074	2.12646542079681	1.32758703025229	1.99178328439749	1.44663681475292
ENSMUSG00000025203.5	0.437984623975999	2.45452183363095	2.84151867522335	0.0918573589038491	0.337588074367221	Scd2	protein_coding	1.01458837281712	0.640235488208925	1.35521229893732	0.92132550191825	1.2141880034424	0.728135403248266
ENSMUSG00000045284.3	-0.577841789869235	1.28619998002929	2.84022842344816	0.0919311443558393	0.337768933218661	Dcaf12l1	protein_coding	0.612788027161456	0.592920833823862	0.682097532769929	0.879433641633194	0.383337659990964	0.630947156282958
ENSMUSG00000035151.5	-0.329719171424646	3.74987428738522	2.83910712750673	0.0919953200446326	0.337914397117444	Elmod2	protein_coding	1.32772420703987	1.35644780125494	1.1220455984593	1.12520427960168	1.04401941880295	1.41122239268973
ENSMUSG00000025915.7	-0.403574606256259	3.42440358043138	2.83703105836501	0.0921142692552579	0.338260921964606	Sgk3	protein_coding	1.40931361293799	1.87126779253728	1.92905262865285	1.58753778020109	1.71522083697409	2.54566979556695
ENSMUSG00000035011.9	0.528397182783021	3.38437928290814	2.8349235642576	0.0922351898994057	0.338614499243411	Zbtb7a	protein_coding	2.24935891257756	1.54857158754706	2.33598095497096	1.18452418199286	1.17136901291852	0.736638458708389
ENSMUSG00000004446.6	0.873173169642522	-0.116235879201405	2.83429209751218	0.092271454825198	0.338657181995286	Bid	protein_coding	0.474997729297105	0.236364600120238	0.226595330240523	0.0932397183547003	0.233468019441922	0.157202239093657
ENSMUSG00000005936.11	0.29725719019239	4.51018941392466	2.83250300396358	0.0923742860308759	0.338944090094605	Kctd20	protein_coding	5.73931251422737	4.50291338189227	6.52112621006183	3.80955972339224	5.95324985156449	4.89046790549469
ENSMUSG00000056888.5	-0.76404549812096	-0.204743624375165	2.82945754920066	0.0925496152618617	0.339496787236266	Glipr1	protein_coding	0.260891416075857	0.772445159252876	0.365903482128459	0.430178296669699	0.440651010458668	0.543960712016912
ENSMUSG00000024835.8	0.337169259972431	3.45493762136761	2.82866820517123	0.0925951174101851	0.339573075987992	Coro1b	protein_coding	5.52720887038609	4.19310333621431	5.57109849951726	3.96976982748071	5.25006513660359	3.15208958316461
ENSMUSG00000079737.3	-0.583496264549687	0.708428455397937	2.82596601783806	0.0927510705840153	0.339696952958144	3110001I22Rik	protein_coding	0.512226925632656	0.851565311508771	0.886343443212335	0.998163710470214	0.786510815179134	1.05181550467999
ENSMUSG00000034007.8	-0.310628426149151	5.14370714711908	2.82591747104594	0.0927538750071969	0.339696952958144	Scaper	protein_coding	6.12865394710636	6.70281861564906	5.67408676534651	5.45979330076015	6.37765433450787	7.87288196431367
ENSMUSG00000025245.7	-0.387386421973343	4.3349585575917	2.82589895839518	0.092754944459638	0.339696952958144	Lztfl1	protein_coding	1.83844271588145	2.53736221012574	1.67668032076296	1.79451326366809	2.4655813991071	2.65941092473224
ENSMUSG00000004565.8	0.516864782454054	2.01828895398303	2.82577650809834	0.0927620185960656	0.339696952958144	Pnpla6	protein_coding	1.23883946799706	0.641030580027951	1.02522577157042	0.873326550950264	1.04452804964884	0.421139724081688
ENSMUSG00000023169.8	0.398091340663337	3.11054486309372	2.82551039638519	0.0927773942890129	0.339696952958144	Slc38a1	protein_coding	1.14788484034809	0.69139162654901	1.28410515498802	0.71765741514758	1.24765453569693	1.08864146438872
ENSMUSG00000000881.6	-0.551757132866429	1.46767226970317	2.82532975266543	0.0927878332974044	0.339696952958144	Dlg3	protein_coding	0.275188678011641	0.491262225992904	0.33081906107474	0.487784203258606	0.542265945986187	0.525956400527146
ENSMUSG00000031451.5	0.329680690946429	5.75587587162307	2.82508643971108	0.0928018958426941	0.339696952958144	Gas6	protein_coding	26.0351012599579	19.2900667815933	27.700268320392	19.2615753068955	20.8441298273274	13.4952756165302
ENSMUSG00000002812.4	0.332114249310329	6.34253838582396	2.82315437554494	0.0929136439272098	0.34001545148549	Flii	protein_coding	21.5864338975122	15.4003719342266	21.3368387653507	13.8814302398393	14.869051426201	11.0297111232963
ENSMUSG00000086040.2	0.407738642270607	3.19697720465591	2.82237378350411	0.0929588338362807	0.340090277103987	Wipf3	protein_coding	1.6686180153185	1.18798110139965	1.84103283353344	0.845853819964905	1.13198706851827	1.07741842886702
ENSMUSG00000039007.9	-0.323703849872156	4.6980545509034	2.82168427515481	0.0929987706160786	0.340145849419372	Pgcp	protein_coding	12.7146078744269	12.237638314737	12.8631246874767	12.5513222705602	12.5978633964811	17.6225043985548
ENSMUSG00000034563.9	-0.634390700155726	1.11733923958785	2.82047765002357	0.0930687040289951	0.34028469826044	Ccpg1	protein_coding	0.204040298169458	0.355365198162353	0.487430844519547	0.427017080497817	0.294554097177719	0.572688403940987
ENSMUSG00000078676.3	0.380739232044415	2.96894823633629	2.81998269900901	0.0930974068649076	0.34028469826044	Casc3	protein_coding	2.09199870577245	1.41511453018582	2.07704107151044	1.67852802489017	2.29602789277781	1.23325669822553
ENSMUSG00000032366.9	-0.282645829965463	12.7960264563789	2.81961883385941	0.093118514003416	0.34028469826044	Tpm1	protein_coding	1183.20074037023	1140.25768124574	1034.94104636155	1139.7725516388	952.797738145263	1118.42381924421
ENSMUSG00000048731.8	-0.460513108961417	3.57241490254775	2.8193215802214	0.0931357609935086	0.34028469826044	Ggnbp1	protein_coding	1.72157473248095	2.20349807338722	1.26166723914605	2.13376378428894	1.561221698913	1.13426506663413
ENSMUSG00000025362.5	0.439974117270048	5.59995139912298	2.81820207074537	0.0932007473678267	0.340431642989843	Rps26	protein_coding	158.560144408234	121.546004862282	147.615093108596	80.3418660099606	97.0404816159819	59.8433527111382
ENSMUSG00000020431.5	0.526536982490474	1.84265634281286	2.81621781109651	0.0933160527638905	0.340762259627969	Adcy1	protein_coding	0.429302042981144	0.167393409805153	0.391558543418266	0.232433937256572	0.222460214568889	0.228227782738562
ENSMUSG00000047370.4	1.08498970887715	-0.570111574782535	2.81458835898182	0.0934108562680031	0.341017853759283	Gm7367	protein_coding	2.02768771481742	0.772517054744244	1.14262129421444	0.626889574735431	0.47566758161326	0
ENSMUSG00000036103.8	0.629750909848158	2.42500345157251	2.81352162748652	0.0934729767227955	0.341067235219821	Colec12	protein_coding	1.18496061957401	0.989770815826562	2.10768549520553	0.83736699233984	2.7684083040994	1.74374281689097
ENSMUSG00000025027.9	0.334128108104781	4.73825807351855	2.81350388106464	0.0934740105546066	0.341067235219821	Xpnpep1	protein_coding	13.7471999140494	9.40239226345701	12.1464361127394	7.95306980191057	9.07955681382158	6.99660700350666
ENSMUSG00000046207.8	0.55162861211169	1.55167450888856	2.81216230530756	0.093552201120753	0.341261943844148	Pik3r6	protein_coding	0.667076608011838	0.542177433201957	0.98013489263727	0.549964202155459	1.27276073059095	0.695430060754547
ENSMUSG00000027708.7	-0.338861908478069	4.67597135198731	2.81121108930444	0.0936076835861208	0.341326478649849	Dcun1d1	protein_coding	5.23807854910574	5.88724276394753	4.46671237469781	5.54379016245629	6.46279284907448	6.72354848170636
ENSMUSG00000025940.5	-0.315276171090657	5.51745040158887	2.81092680495491	0.0936242722498367	0.341326478649849	Tmem70	protein_coding	29.6471633490945	23.800393239117	21.7183957276248	29.5980830639497	23.8637116045676	28.8548505804055
ENSMUSG00000040269.5	-0.331772544938696	4.54124021560774	2.81058210219063	0.0936443907594457	0.341326478649849	Mrps28	protein_coding	35.015307275299	32.7275576862638	27.6716183741891	28.952653897781	21.6794647773736	31.6685674140829
ENSMUSG00000030082.8	0.298234782156731	4.40119097916934	2.80815568178465	0.0937861414172452	0.341752522211038	Sec61a1	protein_coding	3.48015611072368	2.98698774920625	4.06328847858188	2.76596979812411	3.99388285155741	2.53399849505586
ENSMUSG00000026288.8	0.725081125758432	1.80545243581952	2.80534585934481	0.0939505819616834	0.342260998956623	Inpp5d	protein_coding	0.243252910195646	0.340769629098478	0.741663601039462	0.217986163141419	0.764158430992595	0.404277328333358
ENSMUSG00000047417.9	0.571074946193244	2.40712583481462	2.80373246622351	0.0940451450387619	0.342505867760221	Rexo1	protein_coding	1.39253410219931	0.919480422601861	1.39503324147371	0.920971131702772	0.976418130846936	0.345648197946041
ENSMUSG00000034723.5	-0.273639175383139	5.61129115669272	2.80334900270223	0.0940676355616466	0.342505867760221	Tmx4	protein_coding	3.9389122211317	4.39000057827686	4.62327656144328	4.45304990146042	4.3580385383589	4.95415666365465
ENSMUSG00000017466.3	0.423620241253238	4.22113763126071	2.8024899287187	0.0941180423585753	0.342598647303659	Timp2	protein_coding	4.36500177991801	3.03015062736405	5.71356338904187	3.58170430891685	7.20642500123287	4.8653486821187
ENSMUSG00000041491.7	-0.424253104398225	2.12900082786078	2.80197312231303	0.0941483805093064	0.342618345274137	Cep78	protein_coding	1.7074843646686	1.54198429877098	1.36210362291405	1.85088755083092	1.51319754150795	1.95037367414012
ENSMUSG00000063681.7	-0.842228898469989	-0.495967849675345	2.80041959281785	0.0942396416210338	0.342720055826452	Crb1	protein_coding	0.0366830011611652	0.0447220645413907	0.0514483690635875	0.0604858189418327	0.02065278315331	0.0764843540300412
ENSMUSG00000075996.1	-0.605052602775064	1.32968528698604	2.7999883593295	0.0942649912230655	0.342720055826452	U1	snRNA	12.2843044072528	20.5390686877488	7.87606443564852	13.7736228853936	16.5987558540873	16.2214868772732
ENSMUSG00000063011.6	-0.559977144035901	2.55228382624365	2.79959506012089	0.0942881173674728	0.342720055826452	Msln	protein_coding	2.13786712353486	1.66223198487799	2.21819331430592	3.21034394230576	2.68668295620454	4.24520975123462
ENSMUSG00000071369.4	-0.263739341306722	5.47891679454731	2.79956425511858	0.0942899289740914	0.342720055826452	Map3k5	protein_coding	6.80198244420732	6.99823949324533	7.1619839427873	7.11313522066688	6.74456769035902	7.84175823363921
ENSMUSG00000040010.8	0.685141571144286	1.0221930078412	2.79937600708607	0.0943010004463907	0.342720055826452	Slc7a5	protein_coding	0.914050382143087	0.557182058314821	0.709660370779814	0.433307981852317	0.514616681733946	0.158816869794762
ENSMUSG00000025066.8	-0.257513364251999	5.62189763510399	2.7978701029198	0.0943896184462354	0.342800756483932	Sfr1	protein_coding	31.1954425663091	33.2613567614735	29.8285988468685	30.7788620928156	29.4624704350475	31.4637693035368
ENSMUSG00000028228.5	-0.437093440420624	4.29113449719599	2.79780491703726	0.0943934564878159	0.342800756483932	Cpne3	protein_coding	1.71106634430974	2.51933159521693	2.46971075333227	2.67284921140886	3.19001466258023	3.69667748809525
ENSMUSG00000025154.7	-0.597691566025222	0.745799705092741	2.7977209142305	0.0943984026905197	0.342800756483932	Arhgap19	protein_coding	0.203164417865121	0.285793626496602	0.281809427490155	0.296340385637536	0.27862518634205	0.448037884019783
ENSMUSG00000037876.9	-0.361936659116321	6.16987295693239	2.79730382377299	0.0944229657364982	0.342800756483932	Jmjd1c	protein_coding	4.30317413707581	5.18408152016793	3.97026904986696	4.24162267111916	5.64882149951191	6.48408500275268
ENSMUSG00000026771.8	-0.396263795613141	3.5704174704009	2.79674778077422	0.0944557227103035	0.342829128242176	Spopl	protein_coding	1.46862265391181	1.71560777043892	1.50714269696025	1.51594883049717	1.83743267363786	2.42726654926151
ENSMUSG00000043003.7	-0.8579922252025	-0.554814280259097	2.79596381147202	0.0945019280288877	0.342901300640626	Rasef	protein_coding	0.0735884461000441	0.140981219209901	0.0442323078490459	0.109204578619844	0.110482143175149	0.115074378851428
ENSMUSG00000022800.7	-0.291179361460812	5.87414953546879	2.79526282365348	0.094543263441062	0.342901300640626	Fyttd1	protein_coding	9.31014569470372	9.9704648461849	9.56498678562183	8.29623492606177	8.83526063298601	11.7824147383278
ENSMUSG00000060181.5	0.481947702660097	2.43152743540555	2.79430625974123	0.0945997012504533	0.342901300640626	Slc35e3	protein_coding	2.11924565879968	1.44429171531624	2.30766196255879	1.08249784489834	1.21044197932532	1.06063473603048
ENSMUSG00000087373.1	-1.2642240924315	-1.22266421288866	2.79426009937298	0.0946024256653074	0.342901300640626	Gm15892	processed_transcript	0.241064453680325	0.157443011479639	0	0.198743020432803	0.169651191636332	0.575920279809729
ENSMUSG00000020034.7	-0.304097422000882	6.04543480561494	2.79395652522448	0.0946203449356937	0.342901300640626	Tcp11l2	protein_coding	22.0730572105124	19.2216841967859	18.0645312832507	21.5101066368732	15.0135614925643	18.9731217289898
ENSMUSG00000071337.4	-0.326842005942413	3.63887017203048	2.79323456584166	0.0946629753453446	0.342901300640626	Tia1	protein_coding	0.82360116049121	0.986836825239129	0.862300873272424	0.975118477726192	1.00524954969977	1.02215183276463
ENSMUSG00000042745.9	0.335971201261617	3.69406358528489	2.793176605048	0.0946663987327796	0.342901300640626	Id1	protein_coding	11.8170980756982	10.3507572930997	12.8075238922013	8.37511490526611	14.6549939639744	8.88531741127423
ENSMUSG00000007837.4	0.576232914204921	0.871039269914115	2.79256500334011	0.0947025304952376	0.342901300640626	Prrg2	protein_coding	1.23043556002363	0.602712709332043	1.00152307604052	0.729114006909444	0.902010056347756	0.400854389316351
ENSMUSG00000008686.8	-0.461503303420287	3.60214335272422	2.79232299056141	0.0947168320949704	0.342901300640626	Zfp955a	protein_coding	7.00942108760477	7.68329604368816	5.00869978989796	5.77884253430124	7.72712379825114	10.8588240361699
ENSMUSG00000036046.7	0.338400256794581	4.59835175825576	2.79218341980435	0.0947250810136382	0.342901300640626	5031439G07Rik	protein_coding	3.2808849531966	2.15915514523532	3.52930847580857	2.11298073185441	2.17773846724837	1.9582075350515
ENSMUSG00000032575.10	-0.368024329004476	4.48636985793364	2.79150005068072	0.0947654808210703	0.34295722324529	Manf	protein_coding	7.99342516977142	7.09966362314528	4.88223058793523	6.04561349715474	4.87217769691102	7.02345253994445
ENSMUSG00000032812.9	0.382490059465929	3.49559519135021	2.79067827226442	0.0948140880247105	0.343042811239707	Arap1	protein_coding	1.56545256163906	1.22412412435626	1.98433155132289	1.42231667375155	1.79869512313271	0.925164753075787
ENSMUSG00000039067.4	0.33479310731723	5.52291427292795	2.78978542353167	0.094866929710807	0.343089621221445	Psmd7	protein_coding	40.5499332767853	28.4333969230381	34.6754620788068	18.9137940035755	27.6640138482465	24.8256106361655
ENSMUSG00000018405.7	-0.391633160832688	3.04170287038093	2.78961620880507	0.0948769480001973	0.343089621221445	Mrm1	protein_coding	3.1891993642413	2.60669094905567	2.66243577073911	3.25203072440469	2.02129647150085	3.08657646420238
ENSMUSG00000041164.8	0.543236293004377	3.0557463200819	2.78915641529224	0.0949041757049774	0.34309781564043	Zmiz2	protein_coding	2.67727367564582	1.83505822696325	2.69938223082907	1.32434985423944	1.34524577642361	0.855327483608649
ENSMUSG00000036356.8	0.569148098917794	1.13231741041209	2.78787284910574	0.094980229979274	0.343282477271922	Csgalnact1	protein_coding	0.386925916595594	0.307643842847109	0.53929783785369	0.332866382048135	0.694568583779749	0.336143193617536
ENSMUSG00000074151.5	0.586083232466249	1.34447047215419	2.78716442675224	0.0950222340572246	0.343306548722828	Nlrc5	lincRNA	0.37561166910342	0.250128083616895	0.320949625752677	0.209481996743775	0.570145004719894	0.307118967520353
ENSMUSG00000031143.4	1.08507625172702	-1.15123539304536	2.7869181053093	0.095036843789768	0.343306548722828	Ccdc22	protein_coding	0.187792883318378	0.0204417509043025	0.141097432189043	0.0774119209130115	0.0660804319122758	0.0407864250168991
ENSMUSG00000089991.1	1.24984295160769	0.171442596935006	2.78560826370739	0.0951145737473559	0.343418292220726	Gm16332	pseudogene	0.117577311707704	0.143344327245555	0.400480302245707	0.0581612171510265	0.794362068178574	0.347295331280126
ENSMUSG00000015126.8	0.585048247985358	1.72125195037891	2.78555480809609	0.0951177474342891	0.343418292220726	0610007P22Rik	protein_coding	3.43924761235953	1.87820116532953	3.62061077086353	1.97039818783897	1.75034591894952	1.16475818399788
ENSMUSG00000032285.9	0.256442370316639	6.6756362600658	2.78244455233812	0.0953026035489959	0.343895188458999	Dnaja4	protein_coding	33.5046941562305	25.2227573417193	34.3714553130834	22.3304100252682	31.2500716519125	25.7846516927136
ENSMUSG00000068551.6	0.764128241588998	0.3632339673076	2.78200776652836	0.0953285949469755	0.343895188458999	Zfp467	protein_coding	0.283083169422554	0.13147456001033	0.359215533064377	0.124471948235247	0.442716057345046	0.344301240022486
ENSMUSG00000032754.8	0.696184915193906	1.1972154781752	2.78151798205816	0.0953577492653615	0.343895188458999	Slc24a6	protein_coding	0.627547576277648	0.222640683383715	1.18749498791255	0.555698980738585	0.632475002597782	0.484608063230388
ENSMUSG00000032010.7	-0.30253500017755	5.10251324394759	2.78087714410623	0.0953959096721888	0.343895188458999	Usp2	protein_coding	8.52450311327739	7.90224096413658	7.8970210044433	8.79625509031378	6.05509915747381	7.58087918368575
ENSMUSG00000006369.8	0.35130552544886	4.00883361810319	2.78055385525426	0.0954151670795964	0.343895188458999	Fbln1	protein_coding	3.86747978717188	3.17543258425502	4.42790929987598	3.40106933839755	4.80414413768242	2.41591809678163
ENSMUSG00000020363.6	0.736478647691742	1.64148678487136	2.78050894570293	0.0954178425500433	0.343895188458999	Gfpt2	protein_coding	0.273062915838951	0.350425823505015	0.806261396112951	0.319912784953807	1.02490872420815	0.474448656198733
ENSMUSG00000050234.7	0.630285867043141	1.11395792778623	2.78038926928343	0.0954249726287831	0.343895188458999	Gja4	protein_coding	0.999386190992899	0.870286592866955	2.0023595189561	1.09857772970075	1.56294814398177	0.578813413608805
ENSMUSG00000034602.7	-0.275502172872198	5.10269728670933	2.77712889952314	0.0956194422227476	0.344498563822786	Mon2	protein_coding	3.24108387565911	3.95889237606158	3.9828646769783	3.7551589748513	3.43864493659604	3.68669318762334
ENSMUSG00000029131.8	0.27852122294376	5.10303156530277	2.77674236954276	0.0956425259765553	0.344498563822786	Dnajb6	protein_coding	7.05924537617836	4.82743391690288	7.77488799024139	4.89428629611212	6.18942957956907	5.55970358015533
ENSMUSG00000025332.8	0.270527086054866	4.75765085457379	2.77509355514821	0.0957410621338896	0.344763138336472	Kdm5c	protein_coding	4.31838813392802	3.28801451863803	4.7791369819206	3.1128879452306	4.16882185076835	3.30967015434943
ENSMUSG00000017721.8	0.444153811137997	2.74738879069136	2.77467097204153	0.0957663342664586	0.34476381992993	Pigt	protein_coding	2.37407118560136	1.79536613480565	2.23229393886742	1.3391900015669	1.71962611927997	0.922689468284016
ENSMUSG00000033032.9	0.297401413792709	5.86119513683848	2.77405520087527	0.0958031728124302	0.34480612995728	Afap1l1	protein_coding	19.6187922631222	14.5894037764822	21.1439369778354	13.6320236524664	15.1870709017538	11.7616154636253
ENSMUSG00000004099.8	0.343914961144796	3.48775613932098	2.77311490824746	0.0958594556544305	0.344918381667578	Dnmt1	protein_coding	2.45262896797054	1.7219896223975	2.74880301481958	1.98413049963472	2.37333088089142	1.49151077527827
